Ma_SV,Ma_Hoc_Phan,Ten_Mon,So_Tin_Chi,Diem_So,Ky_Hoc,XepLoai,KetQua
A50145,CS212,Kiến trúc máy tính,3,6.9,2,C,Đạt
A50145,CS123,Lập trình cơ sở 2,2,6.6,3,C,Đạt
A50145,MA110,Giải tích 1,3,5.8,3,C,Đạt
A50145,MI201,Toán rời rạc,3,8.9,3,A,Đạt
A50145,GE121,Tiếng Anh sơ trung cấp 1,2,6.6,3,C,Đạt
A50145,ML115,Chủ nghĩa xã hội khoa học,2,6.0,3,C,Đạt
A50145,NA151,Khoa học môi trường,2,9.0,3,A,Đạt
A50145,CS122,Lập trình hướng đối tượng,3,7.6,4,B,Đạt
A50145,ML202,Tư tưởng Hồ Chí Minh,2,8.7,4,A,Đạt
A50145,GE222,Tiếng Anh sơ trung cấp 2,2,7.5,4,B,Đạt
A50145,MA239,Xác suất thống kê,3,6.5,4,C,Đạt
A50145,IS224,Lập trình khoa học dữ liệu,3,8.3,4,B,Đạt
A50145,AI130,Trí tuệ nhân tạo,3,10.0,4,A,Đạt
A50146,CS100,Tin học đại cương,2,5.2,1,D,Đạt
A50146,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.3,1,D,Đạt
A50146,SH131,Pháp luật đại cương,2,7.4,1,B,Đạt
A50146,ML113,Triết học Mác - Lênin,3,8.0,1,B,Đạt
A50146,GE111,Tiếng Anh sơ cấp 1,2,5.2,1,D,Đạt
A50146,CS121,Lập trình cơ sở 1,3,6.6,2,C,Đạt
A50146,MA120,Đại số tuyến tính,3,7.6,2,B,Đạt
A50146,GE112,Tiếng Anh sơ cấp 2,2,2.5,2,F,Học lại
A50146,ML114,Kinh tế chính trị Mác - Lênin,2,4.9,2,D,Đạt
A50146,CS212,Kiến trúc máy tính,3,8.1,2,B,Đạt
A50146,CS123,Lập trình cơ sở 2,2,5.5,3,C,Đạt
A50146,MA110,Giải tích 1,3,4.4,3,D,Đạt
A50146,MI201,Toán rời rạc,3,8.9,3,A,Đạt
A50146,GE121,Tiếng Anh sơ trung cấp 1,2,8.7,3,A,Đạt
A50146,ML115,Chủ nghĩa xã hội khoa học,2,5.8,3,C,Đạt
A50146,NA151,Khoa học môi trường,2,4.0,3,D,Đạt
A50146,CS122,Lập trình hướng đối tượng,3,6.3,4,C,Đạt
A50146,ML202,Tư tưởng Hồ Chí Minh,2,5.8,4,C,Đạt
A50146,GE222,Tiếng Anh sơ trung cấp 2,2,6.0,4,C,Đạt
A50146,MA239,Xác suất thống kê,3,2.9,4,F,Học lại
A50146,IS224,Lập trình khoa học dữ liệu,3,5.1,4,D,Đạt
A50146,AI130,Trí tuệ nhân tạo,3,7.8,4,B,Đạt
A50147,CS100,Tin học đại cương,2,3.6,1,F,Học lại
A50147,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.6,1,C,Đạt
A50147,SH131,Pháp luật đại cương,2,8.4,1,B,Đạt
A50147,ML113,Triết học Mác - Lênin,3,6.1,1,C,Đạt
A50147,GE111,Tiếng Anh sơ cấp 1,2,6.6,1,C,Đạt
A50147,CS121,Lập trình cơ sở 1,3,4.1,2,D,Đạt
A50147,GE112,Tiếng Anh sơ cấp 2,2,4.6,2,D,Đạt
A50147,ML114,Kinh tế chính trị Mác - Lênin,2,6.7,2,C,Đạt
A50147,CS212,Kiến trúc máy tính,3,3.7,2,F,Học lại
A50147,CS123,Lập trình cơ sở 2,2,4.7,3,D,Đạt
A50147,MA110,Giải tích 1,3,6.3,3,C,Đạt
A50147,MI201,Toán rời rạc,3,5.2,3,D,Đạt
A50147,GE121,Tiếng Anh sơ trung cấp 1,2,4.7,3,D,Đạt
A50147,ML115,Chủ nghĩa xã hội khoa học,2,8.1,3,B,Đạt
A50147,NA151,Khoa học môi trường,2,6.3,3,C,Đạt
A50147,CS122,Lập trình hướng đối tượng,3,7.7,4,B,Đạt
A50147,ML202,Tư tưởng Hồ Chí Minh,2,4.7,4,D,Đạt
A50147,GE222,Tiếng Anh sơ trung cấp 2,2,6.6,4,C,Đạt
A50147,MA239,Xác suất thống kê,3,6.3,4,C,Đạt
A50147,IS224,Lập trình khoa học dữ liệu,3,5.7,4,C,Đạt
A50147,AI130,Trí tuệ nhân tạo,3,3.3,4,F,Học lại
A50148,CS100,Tin học đại cương,2,8.0,1,B,Đạt
A50148,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.0,1,D,Đạt
A50148,SH131,Pháp luật đại cương,2,5.7,1,C,Đạt
A50148,ML113,Triết học Mác - Lênin,3,7.0,1,B,Đạt
A50148,GE111,Tiếng Anh sơ cấp 1,2,7.1,1,B,Đạt
A50148,CS121,Lập trình cơ sở 1,3,9.0,2,A,Đạt
A50148,MA120,Đại số tuyến tính,3,7.4,2,B,Đạt
A50148,GE112,Tiếng Anh sơ cấp 2,2,5.5,2,C,Đạt
A50148,ML114,Kinh tế chính trị Mác - Lênin,2,7.7,2,B,Đạt
A50148,CS212,Kiến trúc máy tính,3,7.5,2,B,Đạt
A50148,CS123,Lập trình cơ sở 2,2,6.9,3,C,Đạt
A50148,MA110,Giải tích 1,3,7.6,3,B,Đạt
A50148,MI201,Toán rời rạc,3,9.8,3,A,Đạt
A50148,GE121,Tiếng Anh sơ trung cấp 1,2,6.7,3,C,Đạt
A50148,ML115,Chủ nghĩa xã hội khoa học,2,8.0,3,B,Đạt
A50148,NA151,Khoa học môi trường,2,5.1,3,D,Đạt
A50148,CS122,Lập trình hướng đối tượng,3,4.7,4,D,Đạt
A50148,ML202,Tư tưởng Hồ Chí Minh,2,8.8,4,A,Đạt
A50148,GE222,Tiếng Anh sơ trung cấp 2,2,7.1,4,B,Đạt
A50148,MA239,Xác suất thống kê,3,7.1,4,B,Đạt
A50148,IS224,Lập trình khoa học dữ liệu,3,5.6,4,C,Đạt
A50148,AI130,Trí tuệ nhân tạo,3,8.3,4,B,Đạt
A50149,CS100,Tin học đại cương,2,4.0,1,D,Đạt
A50149,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.0,1,D,Đạt
A50149,SH131,Pháp luật đại cương,2,5.5,1,C,Đạt
A50149,ML113,Triết học Mác - Lênin,3,3.1,1,F,Học lại
A50149,GE111,Tiếng Anh sơ cấp 1,2,8.4,1,B,Đạt
A50149,CS121,Lập trình cơ sở 1,3,8.8,2,A,Đạt
A50149,MA120,Đại số tuyến tính,3,7.6,2,B,Đạt
A50149,GE112,Tiếng Anh sơ cấp 2,2,3.8,2,F,Học lại
A50149,ML114,Kinh tế chính trị Mác - Lênin,2,4.0,2,D,Đạt
A50149,CS212,Kiến trúc máy tính,3,5.1,2,D,Đạt
A50149,CS123,Lập trình cơ sở 2,2,4.6,3,D,Đạt
A50149,MA110,Giải tích 1,3,8.5,3,A,Đạt
A50149,MI201,Toán rời rạc,3,4.8,3,D,Đạt
A50149,GE121,Tiếng Anh sơ trung cấp 1,2,6.7,3,C,Đạt
A50149,ML115,Chủ nghĩa xã hội khoa học,2,5.0,3,D,Đạt
A50149,NA151,Khoa học môi trường,2,7.5,3,B,Đạt
A50149,ML202,Tư tưởng Hồ Chí Minh,2,4.5,4,D,Đạt
A50149,GE222,Tiếng Anh sơ trung cấp 2,2,3.7,4,F,Học lại
A50149,MA239,Xác suất thống kê,3,8.5,4,A,Đạt
A50149,IS224,Lập trình khoa học dữ liệu,3,3.9,4,F,Học lại
A50149,AI130,Trí tuệ nhân tạo,3,3.7,4,F,Học lại
A50150,CS100,Tin học đại cương,2,4.9,1,D,Đạt
A50150,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.5,1,C,Đạt
A50150,SH131,Pháp luật đại cương,2,6.1,1,C,Đạt
A50150,ML113,Triết học Mác - Lênin,3,4.6,1,D,Đạt
A50150,GE111,Tiếng Anh sơ cấp 1,2,7.2,1,B,Đạt
A50150,CS121,Lập trình cơ sở 1,3,5.5,2,C,Đạt
A50150,MA120,Đại số tuyến tính,3,7.8,2,B,Đạt
A50150,GE112,Tiếng Anh sơ cấp 2,2,6.0,2,C,Đạt
A50150,ML114,Kinh tế chính trị Mác - Lênin,2,6.4,2,C,Đạt
A50150,CS212,Kiến trúc máy tính,3,4.6,2,D,Đạt
A50150,CS123,Lập trình cơ sở 2,2,7.0,3,B,Đạt
A50150,MA110,Giải tích 1,3,3.5,3,F,Học lại
A50150,MI201,Toán rời rạc,3,7.3,3,B,Đạt
A50150,GE121,Tiếng Anh sơ trung cấp 1,2,5.9,3,C,Đạt
A50150,ML115,Chủ nghĩa xã hội khoa học,2,5.5,3,C,Đạt
A50150,NA151,Khoa học môi trường,2,7.2,3,B,Đạt
A50150,CS122,Lập trình hướng đối tượng,3,4.4,4,D,Đạt
A50150,ML202,Tư tưởng Hồ Chí Minh,2,8.0,4,B,Đạt
A50150,GE222,Tiếng Anh sơ trung cấp 2,2,3.8,4,F,Học lại
A50150,MA239,Xác suất thống kê,3,5.7,4,C,Đạt
A50150,IS224,Lập trình khoa học dữ liệu,3,3.8,4,F,Học lại
A50150,AI130,Trí tuệ nhân tạo,3,5.8,4,C,Đạt
A50151,CS100,Tin học đại cương,2,8.3,1,B,Đạt
A50151,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.7,1,A,Đạt
A50151,SH131,Pháp luật đại cương,2,7.5,1,B,Đạt
A50151,ML113,Triết học Mác - Lênin,3,10.0,1,A,Đạt
A50151,GE111,Tiếng Anh sơ cấp 1,2,10.0,1,A,Đạt
A50151,CS121,Lập trình cơ sở 1,3,8.0,2,B,Đạt
A50151,MA120,Đại số tuyến tính,3,4.4,2,D,Đạt
A50151,GE112,Tiếng Anh sơ cấp 2,2,6.2,2,C,Đạt
A50151,ML114,Kinh tế chính trị Mác - Lênin,2,10.0,2,A,Đạt
A50151,CS123,Lập trình cơ sở 2,2,9.7,3,A,Đạt
A50151,MA110,Giải tích 1,3,7.2,3,B,Đạt
A50151,MI201,Toán rời rạc,3,10.0,3,A,Đạt
A50151,GE121,Tiếng Anh sơ trung cấp 1,2,6.5,3,C,Đạt
A50151,ML115,Chủ nghĩa xã hội khoa học,2,8.1,3,B,Đạt
A50151,NA151,Khoa học môi trường,2,6.5,3,C,Đạt
A50151,CS122,Lập trình hướng đối tượng,3,8.6,4,A,Đạt
A50151,ML202,Tư tưởng Hồ Chí Minh,2,6.0,4,C,Đạt
A50151,GE222,Tiếng Anh sơ trung cấp 2,2,8.8,4,A,Đạt
A50151,MA239,Xác suất thống kê,3,9.0,4,A,Đạt
A50151,IS224,Lập trình khoa học dữ liệu,3,7.8,4,B,Đạt
A50151,AI130,Trí tuệ nhân tạo,3,7.9,4,B,Đạt
A50152,CS100,Tin học đại cương,2,8.8,1,A,Đạt
A50152,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.7,1,B,Đạt
A50152,SH131,Pháp luật đại cương,2,5.7,1,C,Đạt
A50152,ML113,Triết học Mác - Lênin,3,7.9,1,B,Đạt
A50152,GE111,Tiếng Anh sơ cấp 1,2,6.4,1,C,Đạt
A50152,CS121,Lập trình cơ sở 1,3,7.1,2,B,Đạt
A50152,MA120,Đại số tuyến tính,3,8.7,2,A,Đạt
A50152,GE112,Tiếng Anh sơ cấp 2,2,6.4,2,C,Đạt
A50152,ML114,Kinh tế chính trị Mác - Lênin,2,5.5,2,C,Đạt
A50152,CS212,Kiến trúc máy tính,3,5.4,2,D,Đạt
A50152,CS123,Lập trình cơ sở 2,2,7.3,3,B,Đạt
A50152,MA110,Giải tích 1,3,7.6,3,B,Đạt
A50152,MI201,Toán rời rạc,3,7.2,3,B,Đạt
A50152,GE121,Tiếng Anh sơ trung cấp 1,2,8.0,3,B,Đạt
A50152,ML115,Chủ nghĩa xã hội khoa học,2,8.5,3,A,Đạt
A50152,NA151,Khoa học môi trường,2,8.4,3,B,Đạt
A50152,CS122,Lập trình hướng đối tượng,3,8.6,4,A,Đạt
A50152,ML202,Tư tưởng Hồ Chí Minh,2,7.1,4,B,Đạt
A50152,GE222,Tiếng Anh sơ trung cấp 2,2,7.6,4,B,Đạt
A50152,MA239,Xác suất thống kê,3,8.0,4,B,Đạt
A50152,IS224,Lập trình khoa học dữ liệu,3,7.3,4,B,Đạt
A50152,AI130,Trí tuệ nhân tạo,3,6.5,4,C,Đạt
A50153,CS100,Tin học đại cương,2,6.5,1,C,Đạt
A50153,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.4,1,B,Đạt
A50153,SH131,Pháp luật đại cương,2,8.3,1,B,Đạt
A50153,ML113,Triết học Mác - Lênin,3,7.9,1,B,Đạt
A50153,GE111,Tiếng Anh sơ cấp 1,2,6.1,1,C,Đạt
A50153,CS121,Lập trình cơ sở 1,3,10.0,2,A,Đạt
A50153,MA120,Đại số tuyến tính,3,9.5,2,A,Đạt
A50153,GE112,Tiếng Anh sơ cấp 2,2,5.1,2,D,Đạt
A50153,ML114,Kinh tế chính trị Mác - Lênin,2,8.8,2,A,Đạt
A50153,CS212,Kiến trúc máy tính,3,6.6,2,C,Đạt
A50153,CS123,Lập trình cơ sở 2,2,8.0,3,B,Đạt
A50153,MA110,Giải tích 1,3,10.0,3,A,Đạt
A50153,MI201,Toán rời rạc,3,10.0,3,A,Đạt
A50153,GE121,Tiếng Anh sơ trung cấp 1,2,5.1,3,D,Đạt
A50153,ML115,Chủ nghĩa xã hội khoa học,2,6.1,3,C,Đạt
A50153,NA151,Khoa học môi trường,2,7.4,3,B,Đạt
A50153,CS122,Lập trình hướng đối tượng,3,7.4,4,B,Đạt
A50153,ML202,Tư tưởng Hồ Chí Minh,2,7.6,4,B,Đạt
A50153,GE222,Tiếng Anh sơ trung cấp 2,2,9.0,4,A,Đạt
A50153,MA239,Xác suất thống kê,3,10.0,4,A,Đạt
A50153,IS224,Lập trình khoa học dữ liệu,3,7.0,4,B,Đạt
A50153,AI130,Trí tuệ nhân tạo,3,5.8,4,C,Đạt
A50154,CS100,Tin học đại cương,2,3.9,1,F,Học lại
A50154,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.0,1,B,Đạt
A50154,SH131,Pháp luật đại cương,2,4.1,1,D,Đạt
A50154,ML113,Triết học Mác - Lênin,3,8.7,1,A,Đạt
A50154,GE111,Tiếng Anh sơ cấp 1,2,3.8,1,F,Học lại
A50154,CS121,Lập trình cơ sở 1,3,3.2,2,F,Học lại
A50154,MA120,Đại số tuyến tính,3,4.2,2,D,Đạt
A50154,GE112,Tiếng Anh sơ cấp 2,2,8.2,2,B,Đạt
A50154,ML114,Kinh tế chính trị Mác - Lênin,2,4.8,2,D,Đạt
A50154,CS212,Kiến trúc máy tính,3,4.3,2,D,Đạt
A50154,CS123,Lập trình cơ sở 2,2,5.7,3,C,Đạt
A50154,MA110,Giải tích 1,3,4.4,3,D,Đạt
A50154,MI201,Toán rời rạc,3,6.8,3,C,Đạt
A50154,GE121,Tiếng Anh sơ trung cấp 1,2,6.6,3,C,Đạt
A50154,ML115,Chủ nghĩa xã hội khoa học,2,3.7,3,F,Học lại
A50154,CS122,Lập trình hướng đối tượng,3,7.3,4,B,Đạt
A50154,ML202,Tư tưởng Hồ Chí Minh,2,5.6,4,C,Đạt
A50154,GE222,Tiếng Anh sơ trung cấp 2,2,4.6,4,D,Đạt
A50154,MA239,Xác suất thống kê,3,5.1,4,D,Đạt
A50154,IS224,Lập trình khoa học dữ liệu,3,6.0,4,C,Đạt
A50154,AI130,Trí tuệ nhân tạo,3,7.8,4,B,Đạt
A50155,CS100,Tin học đại cương,2,5.4,1,D,Đạt
A50155,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.9,1,B,Đạt
A50155,SH131,Pháp luật đại cương,2,5.8,1,C,Đạt
A50155,ML113,Triết học Mác - Lênin,3,3.1,1,F,Học lại
A50155,GE111,Tiếng Anh sơ cấp 1,2,9.3,1,A,Đạt
A50155,CS121,Lập trình cơ sở 1,3,7.1,2,B,Đạt
A50155,MA120,Đại số tuyến tính,3,6.1,2,C,Đạt
A50155,GE112,Tiếng Anh sơ cấp 2,2,5.1,2,D,Đạt
A50155,ML114,Kinh tế chính trị Mác - Lênin,2,7.4,2,B,Đạt
A50155,CS212,Kiến trúc máy tính,3,5.5,2,C,Đạt
A50155,CS123,Lập trình cơ sở 2,2,6.4,3,C,Đạt
A50155,MA110,Giải tích 1,3,7.9,3,B,Đạt
A50155,MI201,Toán rời rạc,3,5.8,3,C,Đạt
A50155,GE121,Tiếng Anh sơ trung cấp 1,2,6.4,3,C,Đạt
A50155,ML115,Chủ nghĩa xã hội khoa học,2,6.8,3,C,Đạt
A50155,NA151,Khoa học môi trường,2,7.1,3,B,Đạt
A50155,CS122,Lập trình hướng đối tượng,3,7.9,4,B,Đạt
A50155,ML202,Tư tưởng Hồ Chí Minh,2,8.7,4,A,Đạt
A50155,GE222,Tiếng Anh sơ trung cấp 2,2,6.6,4,C,Đạt
A50155,MA239,Xác suất thống kê,3,6.5,4,C,Đạt
A50155,IS224,Lập trình khoa học dữ liệu,3,5.8,4,C,Đạt
A50155,AI130,Trí tuệ nhân tạo,3,5.1,4,D,Đạt
A50156,CS100,Tin học đại cương,2,7.1,1,B,Đạt
A50156,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.0,1,D,Đạt
A50156,SH131,Pháp luật đại cương,2,3.2,1,F,Học lại
A50156,ML113,Triết học Mác - Lênin,3,3.1,1,F,Học lại
A50156,GE111,Tiếng Anh sơ cấp 1,2,6.4,1,C,Đạt
A50156,CS121,Lập trình cơ sở 1,3,6.0,2,C,Đạt
A50156,MA120,Đại số tuyến tính,3,6.0,2,C,Đạt
A50156,GE112,Tiếng Anh sơ cấp 2,2,4.4,2,D,Đạt
A50156,ML114,Kinh tế chính trị Mác - Lênin,2,7.2,2,B,Đạt
A50156,CS212,Kiến trúc máy tính,3,5.0,2,D,Đạt
A50156,CS123,Lập trình cơ sở 2,2,6.8,3,C,Đạt
A50156,MA110,Giải tích 1,3,2.0,3,F,Học lại
A50156,MI201,Toán rời rạc,3,6.4,3,C,Đạt
A50156,GE121,Tiếng Anh sơ trung cấp 1,2,6.4,3,C,Đạt
A50156,ML115,Chủ nghĩa xã hội khoa học,2,7.0,3,B,Đạt
A50156,NA151,Khoa học môi trường,2,5.1,3,D,Đạt
A50156,CS122,Lập trình hướng đối tượng,3,4.3,4,D,Đạt
A50156,ML202,Tư tưởng Hồ Chí Minh,2,4.8,4,D,Đạt
A50156,GE222,Tiếng Anh sơ trung cấp 2,2,7.7,4,B,Đạt
A50156,MA239,Xác suất thống kê,3,7.0,4,B,Đạt
A50156,IS224,Lập trình khoa học dữ liệu,3,5.0,4,D,Đạt
A50156,AI130,Trí tuệ nhân tạo,3,4.4,4,D,Đạt
A50157,CS100,Tin học đại cương,2,6.4,1,C,Đạt
A50157,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.4,1,C,Đạt
A50157,SH131,Pháp luật đại cương,2,10.0,1,A,Đạt
A50157,ML113,Triết học Mác - Lênin,3,7.6,1,B,Đạt
A50157,GE111,Tiếng Anh sơ cấp 1,2,7.9,1,B,Đạt
A50157,CS121,Lập trình cơ sở 1,3,9.1,2,A,Đạt
A50157,MA120,Đại số tuyến tính,3,8.5,2,A,Đạt
A50157,GE112,Tiếng Anh sơ cấp 2,2,10.0,2,A,Đạt
A50157,ML114,Kinh tế chính trị Mác - Lênin,2,9.9,2,A,Đạt
A50157,CS212,Kiến trúc máy tính,3,9.6,2,A,Đạt
A50157,CS123,Lập trình cơ sở 2,2,6.3,3,C,Đạt
A50157,MA110,Giải tích 1,3,7.4,3,B,Đạt
A50157,MI201,Toán rời rạc,3,10.0,3,A,Đạt
A50157,GE121,Tiếng Anh sơ trung cấp 1,2,6.7,3,C,Đạt
A50157,ML115,Chủ nghĩa xã hội khoa học,2,9.9,3,A,Đạt
A50157,NA151,Khoa học môi trường,2,9.1,3,A,Đạt
A50157,CS122,Lập trình hướng đối tượng,3,7.5,4,B,Đạt
A50157,ML202,Tư tưởng Hồ Chí Minh,2,8.0,4,B,Đạt
A50157,GE222,Tiếng Anh sơ trung cấp 2,2,8.6,4,A,Đạt
A50157,MA239,Xác suất thống kê,3,8.7,4,A,Đạt
A50157,IS224,Lập trình khoa học dữ liệu,3,8.6,4,A,Đạt
A50157,AI130,Trí tuệ nhân tạo,3,10.0,4,A,Đạt
A50158,CS100,Tin học đại cương,2,6.2,1,C,Đạt
A50158,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.2,1,B,Đạt
A50158,SH131,Pháp luật đại cương,2,6.7,1,C,Đạt
A50158,ML113,Triết học Mác - Lênin,3,5.9,1,C,Đạt
A50158,GE111,Tiếng Anh sơ cấp 1,2,7.1,1,B,Đạt
A50158,CS121,Lập trình cơ sở 1,3,6.9,2,C,Đạt
A50158,MA120,Đại số tuyến tính,3,10.0,2,A,Đạt
A50158,GE112,Tiếng Anh sơ cấp 2,2,10.0,2,A,Đạt
A50158,ML114,Kinh tế chính trị Mác - Lênin,2,10.0,2,A,Đạt
A50158,CS212,Kiến trúc máy tính,3,9.7,2,A,Đạt
A50158,CS123,Lập trình cơ sở 2,2,9.0,3,A,Đạt
A50158,MA110,Giải tích 1,3,7.4,3,B,Đạt
A50158,MI201,Toán rời rạc,3,9.8,3,A,Đạt
A50158,GE121,Tiếng Anh sơ trung cấp 1,2,7.4,3,B,Đạt
A50158,ML115,Chủ nghĩa xã hội khoa học,2,9.3,3,A,Đạt
A50158,NA151,Khoa học môi trường,2,7.6,3,B,Đạt
A50158,CS122,Lập trình hướng đối tượng,3,7.7,4,B,Đạt
A50158,ML202,Tư tưởng Hồ Chí Minh,2,9.6,4,A,Đạt
A50158,GE222,Tiếng Anh sơ trung cấp 2,2,10.0,4,A,Đạt
A50158,MA239,Xác suất thống kê,3,10.0,4,A,Đạt
A50158,IS224,Lập trình khoa học dữ liệu,3,7.9,4,B,Đạt
A50158,AI130,Trí tuệ nhân tạo,3,6.0,4,C,Đạt
A50159,CS100,Tin học đại cương,2,6.9,1,C,Đạt
A50159,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.3,1,B,Đạt
A50159,SH131,Pháp luật đại cương,2,8.4,1,B,Đạt
A50159,ML113,Triết học Mác - Lênin,3,7.5,1,B,Đạt
A50159,GE111,Tiếng Anh sơ cấp 1,2,8.7,1,A,Đạt
A50159,CS121,Lập trình cơ sở 1,3,7.5,2,B,Đạt
A50159,MA120,Đại số tuyến tính,3,5.3,2,D,Đạt
A50159,GE112,Tiếng Anh sơ cấp 2,2,7.0,2,B,Đạt
A50159,ML114,Kinh tế chính trị Mác - Lênin,2,6.7,2,C,Đạt
A50159,CS212,Kiến trúc máy tính,3,5.8,2,C,Đạt
A50159,CS123,Lập trình cơ sở 2,2,7.6,3,B,Đạt
A50159,MA110,Giải tích 1,3,6.7,3,C,Đạt
A50159,MI201,Toán rời rạc,3,8.1,3,B,Đạt
A50159,GE121,Tiếng Anh sơ trung cấp 1,2,6.9,3,C,Đạt
A50159,ML115,Chủ nghĩa xã hội khoa học,2,8.0,3,B,Đạt
A50159,NA151,Khoa học môi trường,2,9.2,3,A,Đạt
A50159,CS122,Lập trình hướng đối tượng,3,10.0,4,A,Đạt
A50159,ML202,Tư tưởng Hồ Chí Minh,2,6.8,4,C,Đạt
A50159,GE222,Tiếng Anh sơ trung cấp 2,2,7.3,4,B,Đạt
A50159,MA239,Xác suất thống kê,3,7.9,4,B,Đạt
A50159,IS224,Lập trình khoa học dữ liệu,3,5.3,4,D,Đạt
A50159,AI130,Trí tuệ nhân tạo,3,8.1,4,B,Đạt
A50160,CS100,Tin học đại cương,2,8.6,1,A,Đạt
A50160,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.3,1,C,Đạt
A50160,SH131,Pháp luật đại cương,2,8.4,1,B,Đạt
A50160,ML113,Triết học Mác - Lênin,3,6.0,1,C,Đạt
A50160,GE111,Tiếng Anh sơ cấp 1,2,6.3,1,C,Đạt
A50160,CS121,Lập trình cơ sở 1,3,5.5,2,C,Đạt
A50160,MA120,Đại số tuyến tính,3,5.4,2,D,Đạt
A50160,GE112,Tiếng Anh sơ cấp 2,2,4.9,2,D,Đạt
A50160,ML114,Kinh tế chính trị Mác - Lênin,2,7.1,2,B,Đạt
A50160,CS212,Kiến trúc máy tính,3,6.4,2,C,Đạt
A50160,CS123,Lập trình cơ sở 2,2,5.7,3,C,Đạt
A50160,MA110,Giải tích 1,3,9.4,3,A,Đạt
A50160,MI201,Toán rời rạc,3,5.8,3,C,Đạt
A50160,GE121,Tiếng Anh sơ trung cấp 1,2,5.5,3,C,Đạt
A50160,ML115,Chủ nghĩa xã hội khoa học,2,6.8,3,C,Đạt
A50160,NA151,Khoa học môi trường,2,7.7,3,B,Đạt
A50160,CS122,Lập trình hướng đối tượng,3,7.7,4,B,Đạt
A50160,ML202,Tư tưởng Hồ Chí Minh,2,6.2,4,C,Đạt
A50160,GE222,Tiếng Anh sơ trung cấp 2,2,6.1,4,C,Đạt
A50160,MA239,Xác suất thống kê,3,5.4,4,D,Đạt
A50160,IS224,Lập trình khoa học dữ liệu,3,6.5,4,C,Đạt
A50160,AI130,Trí tuệ nhân tạo,3,10.0,4,A,Đạt
A50161,CS100,Tin học đại cương,2,7.6,1,B,Đạt
A50161,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,10.0,1,A,Đạt
A50161,SH131,Pháp luật đại cương,2,7.5,1,B,Đạt
A50161,ML113,Triết học Mác - Lênin,3,6.9,1,C,Đạt
A50161,GE111,Tiếng Anh sơ cấp 1,2,4.7,1,D,Đạt
A50161,CS121,Lập trình cơ sở 1,3,9.0,2,A,Đạt
A50161,MA120,Đại số tuyến tính,3,7.4,2,B,Đạt
A50161,GE112,Tiếng Anh sơ cấp 2,2,6.7,2,C,Đạt
A50161,ML114,Kinh tế chính trị Mác - Lênin,2,9.9,2,A,Đạt
A50161,CS212,Kiến trúc máy tính,3,7.3,2,B,Đạt
A50161,CS123,Lập trình cơ sở 2,2,10.0,3,A,Đạt
A50161,MA110,Giải tích 1,3,10.0,3,A,Đạt
A50161,MI201,Toán rời rạc,3,9.6,3,A,Đạt
A50161,GE121,Tiếng Anh sơ trung cấp 1,2,10.0,3,A,Đạt
A50161,ML115,Chủ nghĩa xã hội khoa học,2,10.0,3,A,Đạt
A50161,NA151,Khoa học môi trường,2,9.3,3,A,Đạt
A50161,CS122,Lập trình hướng đối tượng,3,9.1,4,A,Đạt
A50161,ML202,Tư tưởng Hồ Chí Minh,2,10.0,4,A,Đạt
A50161,GE222,Tiếng Anh sơ trung cấp 2,2,9.1,4,A,Đạt
A50161,MA239,Xác suất thống kê,3,8.2,4,B,Đạt
A50161,IS224,Lập trình khoa học dữ liệu,3,7.9,4,B,Đạt
A50161,AI130,Trí tuệ nhân tạo,3,7.9,4,B,Đạt
A50162,CS100,Tin học đại cương,2,4.9,1,D,Đạt
A50162,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.4,1,A,Đạt
A50162,ML113,Triết học Mác - Lênin,3,7.3,1,B,Đạt
A50162,GE111,Tiếng Anh sơ cấp 1,2,8.4,1,B,Đạt
A50162,CS121,Lập trình cơ sở 1,3,7.0,2,B,Đạt
A50162,MA120,Đại số tuyến tính,3,6.2,2,C,Đạt
A50162,GE112,Tiếng Anh sơ cấp 2,2,7.8,2,B,Đạt
A50162,ML114,Kinh tế chính trị Mác - Lênin,2,8.5,2,A,Đạt
A50162,CS212,Kiến trúc máy tính,3,7.7,2,B,Đạt
A50162,CS123,Lập trình cơ sở 2,2,7.4,3,B,Đạt
A50162,MA110,Giải tích 1,3,5.6,3,C,Đạt
A50162,MI201,Toán rời rạc,3,7.0,3,B,Đạt
